transaction_id;customer_id;Brand_product;transaction_date;online_order;order_status
2187;1568; 0;14.03.2017;True;Approved
2188;2756;Norco Bicycles 16;08.02.2017;True;Approved
2189;1670;Giant Bicycles 31;06.07.2017;False;Approved
2190;2732;Trek Bicycles 84;14.12.2017;True;Approved
2191;2857;Trek Bicycles 3;10.02.2017;True;Approved
2192;3469;Solex 2;22.11.2017;True;Approved
2193;742;OHM Cycles 6;08.08.2017;True;Approved
2194;1049;Giant Bicycles 11;28.11.2017;False;Approved
2195;471;Solex 2;12.11.2017;True;Approved
2196;905;Solex 97;21.01.2017;True;Approved
2197;2763;Norco Bicycles 90;12.01.2017;True;Approved
2198;2768;Solex 38;06.11.2017;True;Approved
2199;936;OHM Cycles 0;11.02.2017;True;Approved
2200;2216;Solex 67;17.10.2017;True;Approved
2201;3016;WeareA2B 85;14.09.2017;True;Approved
2202;1725;OHM Cycles 33;27.06.2017;True;Approved
2203;2703;Solex 36;13.11.2017;True;Approved
2204;985;Trek Bicycles 19;26.10.2017;False;Approved
2205;1795;Norco Bicycles 23;01.06.2017;True;Approved
2206;251;Solex 2;14.10.2017;True;Approved
2207;2768;Giant Bicycles 75;14.05.2017;False;Approved
2208;1535;OHM Cycles 58;16.06.2017;True;Approved
2209;2379;Norco Bicycles 77;07.08.2017;True;Approved
2210;1643;Trek Bicycles 14;06.07.2017;False;Approved
2211;2107;OHM Cycles 9;10.08.2017;True;Approved
2212;1076;WeareA2B 85;11.10.2017;True;Approved
2213;1913;Norco Bicycles 90;13.04.2017;True;Approved
2214;934;Norco Bicycles 15;21.07.2017;;Approved
2215;876;Solex 22;14.12.2017;False;Approved
2216;738;Solex 63;29.07.2017;True;Approved
2217;292;Trek Bicycles 27;06.10.2017;False;Approved
2218;220;Solex 36;15.01.2017;False;Approved
2219;669;Giant Bicycles 75;07.09.2017;False;Approved
2220;1460;Giant Bicycles 1;24.06.2017;False;Approved
2221;2864;Solex 45;11.09.2017;False;Approved
2222;2836;Norco Bicycles 28;07.04.2017;False;Approved
2223;1067;OHM Cycles 19;22.01.2017;True;Approved
2224;333;WeareA2B 50;12.01.2017;True;Approved
2225;3490;Giant Bicycles 35;02.07.2017;True;Approved
2226;3132;WeareA2B 50;05.07.2017;True;Approved
2227;2170;Trek Bicycles 35;13.10.2017;False;Approved
2228;2952;OHM Cycles 25;17.02.2017;True;Approved
2229;1051;Giant Bicycles 64;22.03.2017;True;Approved
2230;1311;OHM Cycles 99;13.11.2017;True;Approved
2231;2563;Solex 30;26.02.2017;False;Approved
2232;331;Giant Bicycles 39;15.07.2017;False;Approved
2233;2073;Giant Bicycles 0;23.02.2017;False;Approved
2234;2201;WeareA2B 54;30.11.2017;False;Approved
2235;2064;Solex 62;09.03.2017;False;Approved
2236;2266;Trek Bicycles 80;06.01.2017;True;Approved
2237;479;Norco Bicycles 67;19.02.2017;False;Approved
2238;3304;Solex 63;14.04.2017;False;Approved
2239;3326;WeareA2B 0;30.04.2017;True;Approved
2240;1203;Norco Bicycles 100;23.12.2017;True;Approved
2241;158;WeareA2B 12;11.02.2017;True;Approved
2242;2935;Trek Bicycles 55;24.01.2017;False;Approved
2243;1460;Trek Bicycles 38;08.06.2017;False;Approved
2244;2347;Giant Bicycles 32;22.04.2017;False;Approved
2245;686;Norco Bicycles 41;11.09.2017;False;Approved
2246;524;Trek Bicycles 47;31.05.2017;True;Approved
2247;227;Solex 73;04.12.2017;False;Approved
2248;296;Norco Bicycles 0;22.12.2017;False;Approved
2249;2029;Solex 63;26.02.2017;True;Approved
2250;5;Norco Bicycles 34;16.08.2017;False;Approved
2251;877;Trek Bicycles 35;06.04.2017;False;Approved
2252;2138;Solex 79;09.02.2017;True;Approved
2253;2443;Solex 0;18.12.2017;False;Approved
2254;1653;Solex 45;15.02.2017;True;Approved
2255;2640;Giant Bicycles 33;24.10.2017;False;Approved
2256;734;OHM Cycles 42;02.10.2017;False;Approved
2257;2908;Giant Bicycles 31;29.12.2017;True;Approved
2258;704;Giant Bicycles 33;31.07.2017;False;Approved
2259;3409;Solex 91;25.08.2017;False;Approved
2260;1735;WeareA2B 26;05.02.2017;True;Approved
2261;2;Giant Bicycles 1;04.05.2017;True;Approved
2262;2272;WeareA2B 54;17.09.2017;True;Approved
2263;361;Norco Bicycles 34;14.04.2017;True;Approved
2264;1936;Norco Bicycles 82;28.02.2017;True;Approved
2265;834;Giant Bicycles 95;28.09.2017;False;Approved
2266;2732;Solex 91;20.11.2017;False;Approved
2267;738;Norco Bicycles 90;02.02.2017;False;Approved
2268;3010;Trek Bicycles 49;31.07.2017;False;Approved
2269;1813;Trek Bicycles 98;29.04.2017;False;Approved
2270;605;OHM Cycles 68;17.10.2017;False;Approved
2271;1674;Giant Bicycles 0;12.11.2017;True;Approved
2272;2762;WeareA2B 44;07.08.2017;True;Approved
2273;2508;WeareA2B 92;01.05.2017;False;Approved
2274;1513;Giant Bicycles 1;20.03.2017;True;Approved
2275;92;Trek Bicycles 3;26.11.2017;False;Approved
2276;2843;WeareA2B 22;01.01.2017;False;Approved
2277;2778;WeareA2B 54;02.04.2017;True;Approved
2278;2072;Trek Bicycles 5;23.07.2017;True;Approved
2279;2348;Giant Bicycles 69;26.04.2017;False;Approved
2280;2652;OHM Cycles 37;07.12.2017;False;Approved
2281;1881;Giant Bicycles 39;25.04.2017;False;Approved
2282;2968;Giant Bicycles 2;10.01.2017;True;Approved
2283;2844;OHM Cycles 56;21.02.2017;False;Approved
2284;1418;Solex 71;21.04.2017;;Approved
2285;3216;Giant Bicycles 95;30.12.2017;True;Approved
2286;3099;Giant Bicycles 75;11.03.2017;False;Approved
2287;1100;Norco Bicycles 29;31.10.2017;True;Approved
2288;3262;Trek Bicycles 84;23.03.2017;True;Approved
2289;1440;Trek Bicycles 38;16.11.2017;True;Approved
2290;1176;Giant Bicycles 1;02.06.2017;True;Approved
2291;5;Norco Bicycles 23;03.03.2017;True;Approved
2292;1861;Solex 17;01.12.2017;True;Approved
2293;159;WeareA2B 22;06.01.2017;False;Approved
2294;372;Trek Bicycles 70;29.11.2017;False;Approved
2295;2581;Solex 83;15.04.2017;True;Approved
2296;1101;Giant Bicycles 32;15.03.2017;False;Approved
2297;3468;Norco Bicycles 34;04.12.2017;True;Approved
2298;1082;Norco Bicycles 90;11.10.2017;False;Approved
2299;1438;Giant Bicycles 60;11.09.2017;True;Approved
2300;2430;WeareA2B 50;17.08.2017;True;Approved
2301;369;Trek Bicycles 47;14.06.2017;False;Approved
2302;205;Solex 8;20.04.2017;False;Approved
2303;2465; 0;22.04.2017;False;Approved
2304;2280;OHM Cycles 42;09.04.2017;False;Approved
2305;1470;Trek Bicycles 45;06.07.2017;True;Approved
2306;1191;Norco Bicycles 16;07.06.2017;True;Approved
2307;149;Trek Bicycles 20;02.03.2017;False;Approved
2308;973;Solex 81;01.11.2017;False;Approved
2309;2166;Trek Bicycles 70;12.02.2017;True;Approved
2310;1925;Norco Bicycles 15;10.05.2017;False;Approved
2311;1502;Trek Bicycles 3;17.08.2017;True;Approved
2312;3325;Norco Bicycles 0;15.11.2017;True;Approved
2313;1991;Norco Bicycles 79;14.08.2017;False;Approved
2314;3250;OHM Cycles 0;29.07.2017;False;Approved
2315;3402;Solex 36;24.02.2017;True;Approved
2316;73;Giant Bicycles 1;09.01.2017;True;Approved
2317;1997;Norco Bicycles 77;02.07.2017;False;Approved
2318;315;OHM Cycles 6;08.09.2017;True;Approved
2319;756;Trek Bicycles 35;15.11.2017;True;Approved
2320;2353;Norco Bicycles 15;11.08.2017;True;Approved
2321;370;Solex 18;10.09.2017;True;Approved
2322;2758;Giant Bicycles 4;27.02.2017;True;Approved
2323;3285;Norco Bicycles 82;19.03.2017;True;Approved
2324;1130;Giant Bicycles 39;04.07.2017;False;Approved
2325;727;Norco Bicycles 28;23.01.2017;True;Approved
2326;1407;Norco Bicycles 79;01.05.2017;False;Approved
2327;858;Norco Bicycles 23;19.12.2017;False;Approved
2328;2753;OHM Cycles 52;12.07.2017;True;Approved
2329;1076;Trek Bicycles 7;02.10.2017;True;Approved
2330;374;OHM Cycles 53;14.09.2017;False;Approved
2331;2880;OHM Cycles 42;28.07.2017;False;Approved
2332;658;OHM Cycles 37;11.01.2017;False;Approved
2333;1138;Trek Bicycles 3;14.01.2017;False;Approved
2334;2991;Trek Bicycles 84;06.07.2017;False;Approved
2335;2327;Solex 30;18.05.2017;True;Approved
2336;2577;Norco Bicycles 90;24.03.2017;True;Approved
2337;3020;Norco Bicycles 88;21.03.2017;True;Approved
2338;1983;WeareA2B 85;10.03.2017;False;Approved
2339;3265;OHM Cycles 95;27.06.2017;True;Approved
2340;2251;Giant Bicycles 7;15.12.2017;False;Approved
2341;2767;Norco Bicycles 41;12.11.2017;True;Approved
2342;1697;Trek Bicycles 64;06.12.2017;False;Approved
2343;1379;WeareA2B 89;31.05.2017;False;Approved
2344;598;OHM Cycles 0;30.07.2017;False;Approved
2345;604;Solex 2;22.10.2017;True;Approved
2346;1258;Trek Bicycles 55;20.01.2017;True;Approved
2347;1679;Giant Bicycles 32;24.02.2017;True;Approved
2348;2301;Solex 83;23.07.2017;False;Approved
2349;2148;Giant Bicycles 39;30.05.2017;False;Approved
2350;331;Giant Bicycles 66;30.04.2017;True;Approved
2351;1653;WeareA2B 74;27.10.2017;True;Approved
2352;2346;Norco Bicycles 77;21.07.2017;False;Approved
2353;1860;Solex 43;19.12.2017;True;Approved
2354;25;OHM Cycles 53;04.03.2017;True;Approved
2355;1800;Giant Bicycles 32;08.05.2017;True;Approved
2356;320;Giant Bicycles 39;10.11.2017;False;Approved
2357;3419;Giant Bicycles 25;25.12.2017;True;Approved
2358;2029;WeareA2B 22;07.01.2017;False;Approved
2359;3352;OHM Cycles 19;03.09.2017;False;Approved
2360;1966;WeareA2B 63;08.01.2017;True;Approved
2361;314;Giant Bicycles 89;24.10.2017;True;Approved
2362;1914;Norco Bicycles 28;03.09.2017;False;Approved
2363;1223;WeareA2B 76;08.02.2017;False;Approved
2364;2138;Giant Bicycles 50;05.08.2017;False;Approved
2365;1466;WeareA2B 59;12.07.2017;False;Approved
2366;620;Trek Bicycles 27;23.07.2017;True;Approved
2367;2369;Giant Bicycles 4;25.11.2017;True;Approved
2368;2105;Solex 36;03.03.2017;True;Approved
2369;2232;Solex 62;04.03.2017;True;Approved
2370;2526;Solex 45;01.04.2017;False;Approved
2371;1971;Solex 36;23.07.2017;False;Approved
2372;1939;Solex 18;15.10.2017;True;Approved
2373;1729;Norco Bicycles 0;26.04.2017;False;Approved
2374;3265;Norco Bicycles 0;01.05.2017;True;Approved
2375;2863;Norco Bicycles 67;08.07.2017;False;Approved
2376;758;Norco Bicycles 0;10.04.2017;True;Approved
2377;2879;Solex 13;25.07.2017;True;Approved
2378;2940;Norco Bicycles 90;26.02.2017;False;Approved
2379;745;WeareA2B 12;16.03.2017;True;Approved
2380;172;Trek Bicycles 20;05.12.2017;True;Approved
2381;2792;Giant Bicycles 39;18.01.2017;True;Approved
2382;1562;Trek Bicycles 49;07.01.2017;True;Approved
2383;1237;Norco Bicycles 56;02.04.2017;False;Approved
2384;2313;Solex 2;15.05.2017;False;Approved
2385;3421;Norco Bicycles 16;08.05.2017;True;Approved
2386;3070;OHM Cycles 56;09.07.2017;True;Approved
2387;1681;WeareA2B 76;03.08.2017;False;Approved
2388;1742;Norco Bicycles 0;16.04.2017;True;Approved
2389;1926;Solex 14;14.03.2017;False;Approved
2390;778;Giant Bicycles 64;29.04.2017;;Approved
2391;958;Giant Bicycles 2;26.11.2017;False;Approved
2392;259;WeareA2B 59;07.06.2017;False;Approved
2393;2269;WeareA2B 54;13.11.2017;False;Approved
2394;2894;WeareA2B 26;02.02.2017;True;Approved
2395;810;Norco Bicycles 90;11.08.2017;True;Approved
2396;2724;WeareA2B 50;25.02.2017;True;Approved
2397;2103;Giant Bicycles 31;19.11.2017;True;Approved
2398;2956;OHM Cycles 53;20.04.2017;False;Approved
2399;200;Giant Bicycles 32;18.04.2017;False;Approved
2400;2340;Solex 36;20.04.2017;True;Approved
2401;86;Norco Bicycles 0;30.07.2017;True;Approved
2402;3154;Giant Bicycles 33;10.02.2017;True;Approved
2403;2382;Solex 13;21.04.2017;True;Approved
2404;461;Norco Bicycles 15;03.12.2017;True;Approved
2405;1102;OHM Cycles 9;09.12.2017;False;Approved
2406;3409;Solex 21;22.09.2017;True;Approved
2407;227;Solex 83;15.01.2017;True;Approved
2408;2573;WeareA2B 65;15.11.2017;False;Approved
2409;3080;Solex 66;25.03.2017;False;Approved
2410;1650;Giant Bicycles 84;07.04.2017;True;Approved
2411;1445;WeareA2B 74;29.10.2017;True;Approved
2412;1502;Giant Bicycles 66;17.05.2017;True;Approved
2413;3271;Giant Bicycles 2;01.10.2017;False;Approved
2414;2467;Trek Bicycles 7;09.12.2017;True;Approved
2415;2659;OHM Cycles 87;11.07.2017;False;Approved
2416;473;Solex 18;08.06.2017;True;Approved
2417;2743;Solex 52;14.11.2017;False;Approved
2418;614;Trek Bicycles 27;07.08.2017;False;Approved
2419;1175;Giant Bicycles 75;26.05.2017;False;Approved
2420;1073;Trek Bicycles 70;02.04.2017;False;Approved
2421;661;WeareA2B 17;04.09.2017;False;Approved
2422;3308;Norco Bicycles 23;24.07.2017;False;Approved
2423;1880;Solex 66;09.02.2017;True;Approved
2424;1599;OHM Cycles 86;08.08.2017;False;Approved
2425;1890;WeareA2B 22;19.05.2017;False;Approved
2426;3019;Solex 43;24.08.2017;True;Approved
2427;2794;WeareA2B 50;27.09.2017;False;Approved
2428;420;Giant Bicycles 7;27.01.2017;False;Approved
2429;1205;Giant Bicycles 39;07.03.2017;False;Approved
2430;3249;WeareA2B 92;27.11.2017;False;Approved
2431;1916;Solex 0;19.04.2017;False;Approved
2432;2312;Norco Bicycles 82;29.04.2017;True;Approved
2433;3499;WeareA2B 44;25.02.2017;True;Approved
2434;1348;WeareA2B 63;17.02.2017;True;Approved
2435;1858;Solex 4;10.04.2017;True;Approved
2436;1182;OHM Cycles 9;22.07.2017;True;Approved
2437;434;Giant Bicycles 75;08.03.2017;False;Approved
2438;3284;Norco Bicycles 81;20.02.2017;False;Approved
2439;1445;Solex 43;24.10.2017;True;Approved
2440;1328;OHM Cycles 40;03.11.2017;False;Approved
2441;2538;Norco Bicycles 43;25.11.2017;True;Approved
2442;679;Giant Bicycles 75;29.10.2017;False;Approved
2443;1512;Norco Bicycles 69;21.06.2017;False;Approved
2444;1341;Norco Bicycles 23;21.02.2017;True;Approved
2445;2463;Norco Bicycles 29;03.07.2017;True;Approved
2446;2275;Trek Bicycles 38;16.08.2017;False;Approved
2447;52;WeareA2B 65;03.12.2017;True;Approved
2448;3247;WeareA2B 89;24.10.2017;True;Approved
2449;963;Trek Bicycles 99;14.10.2017;False;Approved
2450;2093;OHM Cycles 72;24.03.2017;True;Approved
2451;2279;Norco Bicycles 90;01.04.2017;False;Approved
2452;914;WeareA2B 96;31.01.2017;True;Approved
2453;2341;OHM Cycles 56;31.08.2017;True;Approved
2454;1075;Trek Bicycles 40;14.10.2017;False;Approved
2455;3083;Solex 45;16.10.2017;True;Approved
2456;2605;Trek Bicycles 38;06.09.2017;True;Approved
2457;2255;Giant Bicycles 75;14.04.2017;True;Approved
2458;2067;WeareA2B 12;24.05.2017;True;Approved
2459;1793;OHM Cycles 68;17.07.2017;False;Approved
2460;1640;Norco Bicycles 56;07.04.2017;True;Approved
2461;270;WeareA2B 57;23.12.2017;True;Approved
2462;805;OHM Cycles 86;21.02.2017;False;Approved
2463;3500;Solex 2;25.04.2017;False;Approved
2464;985;OHM Cycles 25;28.08.2017;False;Approved
2465;363;Trek Bicycles 3;31.08.2017;True;Approved
2466;3286;Solex 21;21.12.2017;False;Approved
2467;3036;OHM Cycles 51;05.02.2017;False;Approved
2468;568;Trek Bicycles 14;28.05.2017;True;Approved
2469;2471;Norco Bicycles 79;16.03.2017;True;Approved
2470;1827;Trek Bicycles 55;27.07.2017;False;Approved
2471;2786;Norco Bicycles 29;06.01.2017;False;Approved
2472;263;OHM Cycles 97;03.07.2017;True;Approved
2473;2277;Solex 14;23.08.2017;False;Approved
2474;1321;Trek Bicycles 49;26.06.2017;False;Approved
2475;2065;Norco Bicycles 77;29.05.2017;True;Approved
2476;3055;Trek Bicycles 64;07.03.2017;True;Approved
2477;1570;Giant Bicycles 39;08.02.2017;True;Approved
2478;676;Norco Bicycles 0;27.07.2017;True;Approved
2479;273;WeareA2B 26;06.05.2017;True;Approved
2480;3054;WeareA2B 44;08.09.2017;True;Approved
2481;2479;OHM Cycles 19;15.01.2017;True;Approved
2482;2929;Solex 63;30.04.2017;True;Cancelled
2483;385;Trek Bicycles 0;13.09.2017;False;Approved
2484;75;Trek Bicycles 35;22.08.2017;False;Approved
2485;2112;Solex 38;09.03.2017;False;Approved
2486;982;Solex 66;20.02.2017;False;Approved
2487;1885;Solex 90;26.12.2017;False;Approved
2488;67;Giant Bicycles 31;18.03.2017;False;Approved
2489;174;Solex 63;09.03.2017;False;Approved
2490;2170;Giant Bicycles 95;02.12.2017;False;Approved
2491;1655;Giant Bicycles 87;23.04.2017;True;Approved
2492;1593;Norco Bicycles 77;07.11.2017;False;Approved
2493;1443;WeareA2B 65;16.11.2017;False;Approved
2494;3472;Trek Bicycles 20;20.08.2017;False;Approved
2495;3185;Trek Bicycles 84;09.02.2017;False;Approved
2496;3490;OHM Cycles 0;18.03.2017;False;Approved
2497;2883;Solex 83;06.01.2017;True;Approved
2498;1371;Norco Bicycles 67;20.03.2017;False;Approved
2499;382;Norco Bicycles 34;23.02.2017;True;Approved
2500;346;OHM Cycles 58;22.01.2017;False;Approved
2501;9;Solex 59;10.05.2017;False;Approved
2502;318;WeareA2B 12;09.10.2017;False;Approved
2503;408;OHM Cycles 58;22.02.2017;False;Approved
2504;2399;Norco Bicycles 41;16.11.2017;True;Approved
2505;858;Solex 0;20.02.2017;False;Approved
2506;1126;Trek Bicycles 35;05.01.2017;True;Approved
2507;3042;Giant Bicycles 64;27.06.2017;False;Approved
2508;2110;Norco Bicycles 70;06.04.2017;True;Approved
2509;3337;Trek Bicycles 35;24.04.2017;True;Approved
2510;837;OHM Cycles 52;02.06.2017;True;Approved
2511;1465;Solex 36;30.05.2017;False;Approved
2512;2665;WeareA2B 26;08.10.2017;True;Approved
2513;289;OHM Cycles 0;11.11.2017;False;Approved
2514;2399;Solex 90;21.06.2017;False;Approved
2515;2202;Giant Bicycles 4;28.04.2017;True;Approved
2516;851;Giant Bicycles 69;24.09.2017;True;Approved
2517;3218;Norco Bicycles 34;05.05.2017;True;Approved
2518;857;Solex 81;06.12.2017;True;Approved
2519;3361;Giant Bicycles 1;25.08.2017;False;Approved
2520;1145;Solex 18;17.12.2017;False;Approved
2521;2560;Solex 91;14.05.2017;False;Approved
2522;272;OHM Cycles 56;07.02.2017;True;Approved
2523;3195;Norco Bicycles 82;04.01.2017;True;Approved
2524;2089;Solex 0;28.02.2017;True;Approved
2525;1837;WeareA2B 48;03.08.2017;False;Approved
2526;1922;Trek Bicycles 0;03.02.2017;False;Approved
2527;3149;Norco Bicycles 15;08.12.2017;True;Approved
2528;2647;Solex 14;13.12.2017;True;Approved
2529;2308;WeareA2B 65;05.04.2017;True;Approved
2530;1151;Norco Bicycles 56;16.10.2017;False;Approved
2531;2142;OHM Cycles 58;10.10.2017;True;Approved
2532;553;Solex 18;03.06.2017;False;Approved
2533;1048;OHM Cycles 6;14.03.2017;True;Approved
2534;5;Trek Bicycles 84;03.05.2017;False;Approved
2535;2872;Norco Bicycles 88;18.10.2017;False;Approved
2536;636;Solex 71;11.12.2017;False;Approved
2537;2797;Giant Bicycles 95;02.09.2017;True;Approved
2538;2784;OHM Cycles 61;17.08.2017;False;Approved
2539;57;Solex 73;22.11.2017;False;Approved
2540;291;Giant Bicycles 31;20.11.2017;True;Approved
2541;1750;Norco Bicycles 72;31.05.2017;True;Approved
2542;3480;WeareA2B 10;26.01.2017;False;Approved
2543;2490;Giant Bicycles 75;12.05.2017;False;Approved
2544;536;Norco Bicycles 100;28.11.2017;False;Approved
2545;1591;Solex 2;23.07.2017;False;Approved
2546;1797;WeareA2B 92;17.02.2017;True;Approved
2547;1919;OHM Cycles 99;26.08.2017;False;Approved
2548;654;WeareA2B 48;19.07.2017;False;Approved
2549;473;WeareA2B 89;28.06.2017;True;Approved
2550;1574;OHM Cycles 86;16.10.2017;True;Approved
2551;2109;Solex 90;01.04.2017;False;Approved
2552;2104;Solex 91;15.05.2017;False;Approved
2553;1250;Trek Bicycles 7;01.10.2017;True;Approved
2554;1946;Trek Bicycles 70;08.01.2017;True;Approved
2555;2388;Solex 62;16.01.2017;True;Approved
2556;2193;OHM Cycles 80;14.02.2017;False;Approved
2557;39;Giant Bicycles 69;26.11.2017;False;Approved
2558;3007;WeareA2B 10;16.07.2017;False;Approved
2559;2435;Solex 59;30.07.2017;True;Approved
2560;2918;OHM Cycles 42;18.10.2017;True;Approved
2561;1942;OHM Cycles 0;14.04.2017;True;Approved
2562;2514;Giant Bicycles 35;14.11.2017;True;Approved
2563;3246;Solex 8;11.05.2017;True;Approved
2564;2495;Solex 18;06.04.2017;False;Approved
2565;3137;OHM Cycles 6;02.08.2017;True;Approved
2566;2173;Giant Bicycles 75;27.02.2017;False;Approved
2567;190;Norco Bicycles 28;06.06.2017;True;Approved
2568;1473;OHM Cycles 58;10.10.2017;True;Approved
2569;2170;Giant Bicycles 39;16.11.2017;True;Approved
2570;3357;WeareA2B 22;24.07.2017;False;Approved
2571;653;Giant Bicycles 78;19.04.2017;False;Approved
2572;593;Solex 2;16.04.2017;False;Approved
2573;2109;Trek Bicycles 27;31.08.2017;True;Approved
2574;1318;Trek Bicycles 70;20.06.2017;False;Approved
2575;1291;Trek Bicycles 64;03.07.2017;True;Approved
2576;1763;Norco Bicycles 72;21.11.2017;True;Approved
2577;906;Trek Bicycles 80;02.05.2017;False;Approved
2578;3312;WeareA2B 92;01.08.2017;True;Approved
2579;1916;WeareA2B 63;18.07.2017;True;Approved
2580;99;WeareA2B 50;18.10.2017;True;Approved
2581;1290;WeareA2B 17;09.05.2017;False;Approved
2582;173;Trek Bicycles 3;18.11.2017;False;Approved
2583;851;Trek Bicycles 3;21.12.2017;True;Approved
2584;738;Trek Bicycles 14;07.09.2017;False;Approved
2585;646;OHM Cycles 9;07.07.2017;True;Approved
2586;1713;WeareA2B 77;24.12.2017;False;Approved
2587;58;Solex 30;13.11.2017;False;Approved
2588;392;OHM Cycles 58;14.08.2017;True;Approved
2589;2136;Solex 10;26.05.2017;False;Approved
2590;2981;Solex 0;09.04.2017;False;Approved
2591;2760;Solex 91;14.11.2017;True;Approved
2592;2046;Solex 30;02.01.2017;True;Approved
2593;1874;WeareA2B 31;24.06.2017;False;Approved
2594;2674;OHM Cycles 58;16.11.2017;False;Approved
2595;2505;Trek Bicycles 0;12.12.2017;False;Approved
2596;346;Solex 45;18.06.2017;False;Approved
2597;443;Giant Bicycles 50;28.04.2017;True;Approved
2598;2506;Trek Bicycles 3;18.02.2017;True;Approved
2599;1683;WeareA2B 26;31.07.2017;False;Approved
2600;946;Giant Bicycles 84;21.01.2017;True;Approved
2601;46;Solex 91;07.11.2017;True;Approved
2602;347;WeareA2B 10;15.06.2017;False;Approved
2603;3184;Solex 73;07.10.2017;False;Approved
2604;344;OHM Cycles 87;23.08.2017;True;Approved
2605;1473;OHM Cycles 58;04.01.2017;False;Approved
2606;1323;Norco Bicycles 0;18.04.2017;False;Approved
2607;1912;OHM Cycles 0;28.10.2017;False;Approved
2608;2892;Solex 30;07.07.2017;False;Approved
2609;3170;Solex 46;16.11.2017;False;Approved
2610;506;Solex 83;07.05.2017;False;Approved
2611;739;Giant Bicycles 78;18.04.2017;True;Approved
2612;1252;Solex 18;20.08.2017;False;Approved
2613;189;WeareA2B 26;22.03.2017;False;Approved
2614;1230;Norco Bicycles 67;09.05.2017;True;Approved
2615;3469;WeareA2B 89;24.11.2017;;Approved
2616;2273;Norco Bicycles 29;06.06.2017;False;Approved
2617;795;Norco Bicycles 88;07.02.2017;False;Approved
2618;2192;OHM Cycles 53;31.08.2017;;Approved
2619;1279;Trek Bicycles 14;19.07.2017;False;Approved
2620;1755;Giant Bicycles 31;29.04.2017;False;Approved
2621;1214;Solex 10;19.04.2017;False;Approved
2622;1613;OHM Cycles 52;01.10.2017;False;Approved
2623;2783;OHM Cycles 56;21.06.2017;True;Approved
2624;2498;Norco Bicycles 18;17.10.2017;False;Approved
2625;132;Trek Bicycles 49;23.12.2017;True;Approved
2626;902;WeareA2B 10;16.10.2017;False;Approved
2627;2384;WeareA2B 77;06.05.2017;True;Approved
2628;174;Solex 83;23.10.2017;False;Approved
2629;1773;Giant Bicycles 95;28.07.2017;True;Approved
2630;2444;Norco Bicycles 86;16.04.2017;False;Approved
2631;1255;OHM Cycles 80;13.10.2017;False;Approved
2632;2534;Solex 8;13.07.2017;True;Approved
2633;149;OHM Cycles 9;17.10.2017;;Cancelled
2634;151;WeareA2B 57;20.09.2017;True;Approved
2635;249;Solex 6;13.11.2017;False;Approved
2636;669;Norco Bicycles 77;27.11.2017;True;Approved
2637;1964;WeareA2B 92;24.04.2017;False;Approved
2638;34;Solex 83;07.04.2017;False;Approved
2639;602;Solex 0;17.05.2017;True;Approved
2640;2183;Trek Bicycles 20;20.12.2017;False;Approved
2641;3062;Solex 91;14.11.2017;True;Approved
2642;2986;Norco Bicycles 100;31.03.2017;False;Approved
2643;2705;OHM Cycles 42;28.12.2017;True;Approved
2644;269;Solex 38;15.07.2017;False;Approved
2645;3172;Trek Bicycles 14;04.08.2017;True;Approved
2646;576;Trek Bicycles 3;30.10.2017;True;Approved
2647;1768;Solex 4;23.06.2017;;Approved
2648;1725;Norco Bicycles 56;21.09.2017;;Approved
2649;1689;Giant Bicycles 66;16.08.2017;True;Approved
2650;2205;Norco Bicycles 100;13.07.2017;True;Approved
2651;240;Norco Bicycles 69;09.04.2017;False;Cancelled
2652;2403;Giant Bicycles 31;02.08.2017;False;Approved
2653;3028;Trek Bicycles 38;07.11.2017;True;Approved
2654;1833;Trek Bicycles 38;04.01.2017;True;Approved
2655;2396;Giant Bicycles 11;22.04.2017;False;Approved
2656;2826;Solex 41;12.08.2017;False;Approved
2657;2336;Giant Bicycles 66;29.07.2017;False;Approved
2658;3090;OHM Cycles 37;15.06.2017;True;Approved
2659;2820;WeareA2B 74;08.10.2017;True;Approved
2660;430;OHM Cycles 87;01.04.2017;False;Approved
2661;2372;OHM Cycles 37;31.08.2017;True;Approved
2662;1823;WeareA2B 91;01.05.2017;True;Approved
2663;1299;OHM Cycles 40;06.07.2017;True;Approved
2664;2715;OHM Cycles 42;17.09.2017;False;Approved
2665;1748;WeareA2B 48;10.09.2017;True;Approved
2666;298;Solex 28;07.03.2017;False;Approved
2667;3467;OHM Cycles 52;17.04.2017;True;Approved
2668;2415;Trek Bicycles 55;17.11.2017;False;Approved
2669;167;Solex 66;15.01.2017;True;Approved
2670;647;Trek Bicycles 3;22.08.2017;False;Approved
2671;3365;OHM Cycles 53;05.01.2017;False;Approved
2672;1773;OHM Cycles 56;22.12.2017;False;Approved
2673;902;Norco Bicycles 82;06.11.2017;True;Approved
2674;888;Solex 17;02.02.2017;True;Approved
2675;2158;Giant Bicycles 69;03.05.2017;True;Approved
2676;336;Giant Bicycles 0;09.10.2017;False;Approved
2677;3225;Solex 18;04.04.2017;True;Approved
2678;187;Trek Bicycles 49;21.08.2017;True;Approved
2679;489;Solex 24;06.02.2017;True;Approved
2680;1635;Trek Bicycles 20;07.02.2017;False;Approved
2681;1773;Norco Bicycles 67;16.03.2017;True;Approved
2682;2068;Trek Bicycles 0;24.07.2017;False;Approved
